"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","block_id","shape_id","jp_trip_desc","jp_trip_desc_symbol","jp_office_id"
"1_260_1","1_1_20250316","1_132_20241230","工業技術センター",,,,"4_260_1",,,"1"
"1_260_1","1_1_20241230","1_182_20241230","工業技術センター",,,,"4_260_1",,,"1"
"1_260_1","1_4_20241230","4_259_20241230","工業技術センター",,,,"4_260_1",,,"1"
"1_260_1","1_4_20241230","4_2272_20241230","工業技術センター",,,,"4_260_1",,,"1"
"1_260_1","1_4_20241230","4_251_20241230","工業技術センター",,,,"4_260_1",,,"1"
"1_260_1","1_1_20250316","1_142_20241230","工業技術センター",,,,"4_260_1",,,"1"
"1_260_1","1_4_20250316","4_2185_20241230","工業技術センター",,,,"4_260_1",,,"1"
"1_260_1","1_4_20250316","4_2160_20241230","工業技術センター",,,,"4_260_1",,,"1"
"1_260_1","1_4_20250316","4_2226_20241230","工業技術センター",,,,"4_260_1",,,"1"
"1_261_1","1_1_20241230","1_1629_20241230","天満屋",,,,"4_261_1",,,"1"
"1_261_1","1_4_20250316","4_2210_20241230","天満屋",,,,"4_261_1",,,"1"
"1_261_1","1_4_20241230","4_2210_20241230","天満屋",,,,"4_261_1",,,"1"
"1_261_1","1_1_20241230","1_1167_20241230","天満屋",,,,"4_261_1",,,"1"
"1_261_1","1_4_20250316","4_2269_20241230","天満屋",,,,"4_261_1",,,"1"
"1_261_1","1_1_20241230","1_1621_20241230","天満屋",,,,"4_261_1",,,"1"
"1_261_1","1_1_20241230","1_1264_20241230","天満屋",,,,"4_261_1",,,"1"
"1_261_1","1_4_20241230","4_2269_20241230","天満屋",,,,"4_261_1",,,"1"
"1_261_1","1_1_20250316","1_1621_20241230","天満屋",,,,"4_261_1",,,"1"
"1_261_1","1_4_20250316","4_2149_20241230","天満屋",,,,"4_261_1",,,"1"
"1_261_1","1_1_20241230","1_1543_20241230","天満屋",,,,"4_261_1",,,"1"
"1_261_1","1_4_20250316","4_2215_20241230","天満屋",,,,"4_261_1",,,"1"
"1_261_1","1_1_20250316","1_1264_20241230","天満屋",,,,"4_261_1",,,"1"
"1_261_1","1_1_20250316","1_1543_20241230","天満屋",,,,"4_261_1",,,"1"
"1_261_1","1_4_20241230","4_2149_20241230","天満屋",,,,"4_261_1",,,"1"
"1_261_1","1_4_20241230","4_2215_20241230","天満屋",,,,"4_261_1",,,"1"
"1_261_1","1_4_20250316","4_2216_20241230","天満屋",,,,"4_261_1",,,"1"
"1_261_1","1_1_20250316","1_1167_20241230","天満屋",,,,"4_261_1",,,"1"
"1_261_1","1_1_20250316","1_1260_20241230","天満屋",,,,"4_261_1",,,"1"
"1_261_1","1_1_20241230","1_196_20241230","天満屋",,,,"4_261_1",,,"1"
"1_261_1","1_1_20250316","1_1114_20241230","天満屋",,,,"4_261_1",,,"1"
"1_261_1","1_1_20250316","1_196_20241230","天満屋",,,,"4_261_1",,,"1"
"1_261_1","1_4_20241230","4_233_20241230","天満屋",,,,"4_261_1",,,"1"
"1_261_1","1_1_20250316","1_1629_20241230","天満屋",,,,"4_261_1",,,"1"
"1_261_1","1_4_20241230","4_2261_20241230","天満屋",,,,"4_261_1",,,"1"
"1_261_1","1_1_20241230","1_1114_20241230","天満屋",,,,"4_261_1",,,"1"
"1_261_1","1_4_20250316","4_2261_20241230","天満屋",,,,"4_261_1",,,"1"
"1_261_1","1_4_20250316","4_233_20241230","天満屋",,,,"4_261_1",,,"1"
"1_261_1","1_1_20241230","1_1260_20241230","天満屋",,,,"4_261_1",,,"1"
"1_261_1","1_4_20241230","4_2216_20241230","天満屋",,,,"4_261_1",,,"1"
"1_261_1","1_4_20250316","4_2198_20241230","天満屋",,,,"4_261_1",,,"1"
"1_261_1","1_1_20250316","1_158_20241230","天満屋",,,,"4_261_1",,,"1"
"1_261_1","1_4_20241230","4_2198_20241230","天満屋",,,,"4_261_1",,,"1"
"1_261_1","1_4_20250316","4_2254_20241230","天満屋",,,,"4_261_1",,,"1"
"1_261_1","1_4_20241230","4_2254_20241230","天満屋",,,,"4_261_1",,,"1"
"1_261_1","1_1_20241230","1_158_20241230","天満屋",,,,"4_261_1",,,"1"
"1_270_1","1_1_20241230","1_131_20241230","岡山運輸支局",,,,"4_270_1",,,"1"
"1_270_1","1_1_20250316","1_1531_20241230","岡山運輸支局",,,,"4_270_1",,,"1"
"1_270_1","1_1_20241230","1_136_20241230","岡山運輸支局",,,,"4_270_1",,,"1"
"1_270_1","1_1_20250316","1_136_20241230","岡山運輸支局",,,,"4_270_1",,,"1"
"1_270_1","1_1_20241230","1_1531_20241230","岡山運輸支局",,,,"4_270_1",,,"1"
"1_270_1","1_1_20250316","1_131_20241230","岡山運輸支局",,,,"4_270_1",,,"1"
"1_281_1","1_1_20250316","1_1623_20241230","天満屋",,,,"4_281_1",,,"1"
"1_281_1","1_1_20250316","1_1625_20241230","天満屋",,,,"4_281_1",,,"1"
"1_281_1","1_4_20250316","4_2267_20241230","天満屋",,,,"4_281_1",,,"1"
"1_281_1","1_1_20250316","1_1624_20241230","天満屋",,,,"4_281_1",,,"1"
"1_281_1","1_4_20241230","4_2260_20241230","天満屋",,,,"4_281_1",,,"1"
"1_281_1","1_4_20241230","4_2267_20241230","天満屋",,,,"4_281_1",,,"1"
"1_281_1","1_1_20241230","1_1623_20241230","天満屋",,,,"4_281_1",,,"1"
"1_281_1","1_4_20250316","4_2446_20241230","天満屋",,,,"4_281_1",,,"1"
"1_281_1","1_4_20241230","4_2200_20241230","天満屋",,,,"4_281_1",,,"1"
"1_281_1","1_1_20250316","1_1627_20241230","天満屋",,,,"4_281_1",,,"1"
"1_281_1","1_4_20241230","4_2446_20241230","天満屋",,,,"4_281_1",,,"1"
"1_281_1","1_4_20250316","4_2200_20241230","天満屋",,,,"4_281_1",,,"1"
"1_281_1","1_1_20241230","1_1624_20241230","天満屋",,,,"4_281_1",,,"1"
"1_281_1","1_1_20241230","1_1625_20241230","天満屋",,,,"4_281_1",,,"1"
"1_281_1","1_4_20250316","4_2260_20241230","天満屋",,,,"4_281_1",,,"1"
"1_281_1","1_1_20241230","1_1627_20241230","天満屋",,,,"4_281_1",,,"1"
"1_291_1","1_1_20250316","1_165_20241230","天満屋",,,,"4_291_1",,,"1"
"1_291_1","1_1_20241230","1_165_20241230","天満屋",,,,"4_291_1",,,"1"
"1_391_1","1_4_20250316","4_2259_20241230","天満屋",,,,"4_391_1",,,"1"
"1_391_1","1_4_20241230","4_2150_20241230","天満屋",,,,"4_391_1",,,"1"
"1_391_1","1_4_20241230","4_2259_20241230","天満屋",,,,"4_391_1",,,"1"
"1_391_1","1_1_20241230","1_1265_20241230","天満屋",,,,"4_391_1",,,"1"
"1_391_1","1_1_20241230","1_1213_20241230","天満屋",,,,"4_391_1",,,"1"
"1_391_1","1_4_20250316","4_2150_20241230","天満屋",,,,"4_391_1",,,"1"
"1_391_1","1_1_20250316","1_1265_20241230","天満屋",,,,"4_391_1",,,"1"
"1_391_1","1_1_20250316","1_1213_20241230","天満屋",,,,"4_391_1",,,"1"
"1_400_1","1_1_20241230","1_146_20241230","リハビリセンター前",,,,"4_400_1",,,"1"
"1_400_1","1_4_20241230","4_2163_20241230","リハビリセンター前",,,,"4_400_1",,,"1"
"1_400_1","1_4_20241230","4_2238_20241230","リハビリセンター前",,,,"4_400_1",,,"1"
"1_400_1","1_1_20241230","1_180_20241230","リハビリセンター前",,,,"4_400_1",,,"1"
"1_400_1","1_4_20241230","4_2168_20241230","リハビリセンター前",,,,"4_400_1",,,"1"
"1_400_1","1_1_20250316","1_180_20241230","リハビリセンター前",,,,"4_400_1",,,"1"
"1_400_1","1_4_20250316","4_2238_20241230","リハビリセンター前",,,,"4_400_1",,,"1"
"1_400_1","1_4_20250316","4_2163_20241230","リハビリセンター前",,,,"4_400_1",,,"1"
"1_400_1","1_4_20250316","4_2171_20241230","リハビリセンター前",,,,"4_400_1",,,"1"
"1_400_1","1_1_20250316","1_175_20241230","リハビリセンター前",,,,"4_400_1",,,"1"
"1_400_1","1_1_20250316","1_146_20241230","リハビリセンター前",,,,"4_400_1",,,"1"
"1_400_1","1_4_20241230","4_2171_20241230","リハビリセンター前",,,,"4_400_1",,,"1"
"1_400_1","1_1_20241230","1_175_20241230","リハビリセンター前",,,,"4_400_1",,,"1"
"1_400_1","1_1_20250316","1_152_20241230","リハビリセンター前",,,,"4_400_1",,,"1"
"1_400_1","1_1_20241230","1_1180_20241230","リハビリセンター前",,,,"4_400_1",,,"1"
"1_400_1","1_1_20250316","1_1180_20241230","リハビリセンター前",,,,"4_400_1",,,"1"
"1_400_1","1_1_20241230","1_152_20241230","リハビリセンター前",,,,"4_400_1",,,"1"
"1_400_1","1_4_20250316","4_2168_20241230","リハビリセンター前",,,,"4_400_1",,,"1"
"1_401_1","1_1_20250316","1_1212_20241230","天満屋",,,,"4_401_1",,,"1"
"1_401_1","1_1_20250316","1_172_20241230","天満屋",,,,"4_401_1",,,"1"
"1_401_1","1_4_20250316","4_2233_20241230","天満屋",,,,"4_401_1",,,"1"
"1_401_1","1_1_20241230","1_1203_20241230","天満屋",,,,"4_401_1",,,"1"
"1_401_1","1_4_20250316","4_2213_20241230","天満屋",,,,"4_401_1",,,"1"
"1_401_1","1_4_20241230","4_2213_20241230","天満屋",,,,"4_401_1",,,"1"
"1_401_1","1_1_20241230","1_1212_20241230","天満屋",,,,"4_401_1",,,"1"
"1_401_1","1_1_20250316","1_1203_20241230","天満屋",,,,"4_401_1",,,"1"
"1_401_1","1_4_20241230","4_2233_20241230","天満屋",,,,"4_401_1",,,"1"
"1_401_1","1_1_20241230","1_172_20241230","天満屋",,,,"4_401_1",,,"1"
"101_20_1","1_1_20250316","1_1210_20241230","本村",,,,"4_20_1",,,"1"
"101_20_1","1_1_20241230","1_1210_20241230","本村",,,,"4_20_1",,,"1"
"101_30_1","1_1_20250316","1_1149_20241230","国立病院",,,,"4_30_1",,,"1"
"101_30_1","1_1_20250316","1_1143_20241230","国立病院",,,,"4_30_1",,,"1"
"101_30_1","1_1_20241230","1_1143_20241230","国立病院",,,,"4_30_1",,,"1"
"101_30_1","1_1_20250316","1_11_20241230","国立病院",,,,"4_30_1",,,"1"
"101_30_1","1_1_20241230","1_1146_20241230","国立病院",,,,"4_30_1",,,"1"
"101_30_1","1_1_20241230","1_1149_20241230","国立病院",,,,"4_30_1",,,"1"
"101_30_1","1_1_20250316","1_1144_20241230","国立病院",,,,"4_30_1",,,"1"
"101_30_1","1_1_20241230","1_1144_20241230","国立病院",,,,"4_30_1",,,"1"
"101_30_1","1_1_20241230","1_11_20241230","国立病院",,,,"4_30_1",,,"1"
"101_30_1","1_1_20250316","1_1146_20241230","国立病院",,,,"4_30_1",,,"1"
"101_31_1","1_1_20241230","1_1238_20241230","岡山駅",,,,"4_31_1",,,"1"
"101_31_1","1_1_20250316","1_1228_20241230","岡山駅",,,,"4_31_1",,,"1"
"101_31_1","1_1_20241230","1_1233_20241230","岡山駅",,,,"4_31_1",,,"1"
"101_31_1","1_1_20241230","1_1229_20241230","岡山駅",,,,"4_31_1",,,"1"
"101_31_1","1_1_20241230","1_1228_20241230","岡山駅",,,,"4_31_1",,,"1"
"101_31_1","1_1_20241230","1_1235_20241230","岡山駅",,,,"4_31_1",,,"1"
"101_31_1","1_1_20250316","1_1272_20241230","岡山駅",,,,"4_31_1",,,"1"
"101_31_1","1_1_20250316","1_1238_20241230","岡山駅",,,,"4_31_1",,,"1"
"101_31_1","1_1_20250316","1_1235_20241230","岡山駅",,,,"4_31_1",,,"1"
"101_31_1","1_1_20250316","1_1233_20241230","岡山駅",,,,"4_31_1",,,"1"
"101_31_1","1_1_20241230","1_1272_20241230","岡山駅",,,,"4_31_1",,,"1"
"101_31_1","1_1_20250316","1_1229_20241230","岡山駅",,,,"4_31_1",,,"1"
"302_3020_1","1_1_20241230","1_1679_20241230","出雲市駅前",,,,"4_3020_1",,,"1"
"302_3020_1","1_4_20241230","4_2328_20241230","出雲市駅前",,,,"4_3020_1",,,"1"
"302_3020_1","1_4_20250316","4_2328_20241230","出雲市駅前",,,,"4_3020_1",,,"1"
"302_3020_1","1_1_20250316","1_1679_20241230","出雲市駅前",,,,"4_3020_1",,,"1"
"302_3021_1","1_4_20250316","4_2330_20241230","岡山駅西口",,,,"4_3021_1",,,"1"
"302_3021_1","1_4_20241230","4_2330_20241230","岡山駅西口",,,,"4_3021_1",,,"1"
"302_3021_1","1_1_20250316","1_1683_20241230","岡山駅西口",,,,"4_3021_1",,,"1"
"302_3021_1","1_1_20241230","1_1683_20241230","岡山駅西口",,,,"4_3021_1",,,"1"
"703_1450_1","5_5_20250316","5_2326_20241230","勝山〔１〕",,,,"4_1450_1",,,"5"
"703_1450_1","5_2_20241230","2_1429_20241230","勝山〔１〕",,,,"4_1450_1",,,"5"
"703_1450_1","5_5_20241230","5_2326_20241230","勝山〔１〕",,,,"4_1450_1",,,"5"
"703_1450_1","5_5_20250316","5_2354_20241230","勝山〔１〕",,,,"4_1450_1",,,"5"
"703_1450_1","5_5_20241230","5_2354_20241230","勝山〔１〕",,,,"4_1450_1",,,"5"
"703_1450_1","5_5_20241230","5_2355_20241230","勝山〔１〕",,,,"4_1450_1",,,"5"
"703_1450_1","5_5_20250316","5_2325_20241230","勝山〔１〕",,,,"4_1450_1",,,"5"
"703_1450_1","5_2_20241230","2_1431_20241230","勝山〔１〕",,,,"4_1450_1",,,"5"
"703_1450_1","5_2_20241230","2_1432_20241230","勝山〔１〕",,,,"4_1450_1",,,"5"
"703_1450_1","5_5_20241230","5_2325_20241230","勝山〔１〕",,,,"4_1450_1",,,"5"
"703_1450_1","5_5_20250316","5_2355_20241230","勝山〔１〕",,,,"4_1450_1",,,"5"
"703_1450_1","5_2_20241230","2_1428_20241230","勝山〔１〕",,,,"4_1450_1",,,"5"
"703_1451_1","5_5_20250316","5_2357_20241230","天満屋",,,,"4_1451_1",,,"5"
"703_1451_1","5_2_20241230","2_1433_20241230","天満屋",,,,"4_1451_1",,,"5"
"703_1451_1","5_5_20241230","5_2358_20241230","天満屋",,,,"4_1451_1",,,"5"
"703_1451_1","5_5_20241230","5_2356_20241230","天満屋",,,,"4_1451_1",,,"5"
"703_1451_1","5_5_20250316","5_2358_20241230","天満屋",,,,"4_1451_1",,,"5"
"703_1451_1","5_5_20250316","5_2356_20241230","天満屋",,,,"4_1451_1",,,"5"
"703_1451_1","5_2_20241230","2_1435_20241230","天満屋",,,,"4_1451_1",,,"5"
"703_1451_1","5_5_20241230","5_2357_20241230","天満屋",,,,"4_1451_1",,,"5"
"703_1451_1","5_5_20250316","5_2359_20241230","天満屋",,,,"4_1451_1",,,"5"
"703_1451_1","5_2_20241230","2_1434_20241230","天満屋",,,,"4_1451_1",,,"5"
"703_1451_1","5_2_20241230","2_1437_20241230","天満屋",,,,"4_1451_1",,,"5"
"703_1451_1","5_5_20241230","5_2359_20241230","天満屋",,,,"4_1451_1",,,"5"
